id,name,name_de,slug,category,subcategory,description,benefits,typical_dose,dose_unit,dose_min,dose_max,best_timing,requires_cycling,cycling_protocol,interactions,contraindications,is_active,deleted_at,is_seed,created_at,updated_at,i18n,default_dose,default_unit,default_timing,take_with_food,take_with_fat,take_empty_stomach,timing_notes,avoid_with,cycling_recommended,cycle_on_weeks,cycle_off_weeks,nutrients_provided,form,side_effects,allergy_flags,priority,is_enhanced,half_life_hours,detection_time_days,concentration,min_dose,max_dose,is_17aa,is_stimulant,suppression_level,hepatotoxicity_level,cardiovascular_risk,affects_axes,organ_stress,safety_tags,active_compound_key,aliases,classes,prolactin_risk,neuro_risk,glucose_risk,diuretic_type,insulin_type,hpta_suppression
2efdd1be-0097-46a7-b61f-2017ae144077,Grapefruit Seed Extract,,grapefruit-seed-extract,herbal,antimicrobial,,,,,,30,,false,,"[""May affect many medications""]",,true,,true,2025-12-03 05:03:33.550365+00,2025-12-03 05:03:33.550365+00,{},10,drops,"[""morning""]",true,false,false,Natural antimicrobial - many drug interactions,,false,,,{},liquid,"[""Very bitter"",""May cause irritation""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
2f3eff7a-c967-42fc-8555-7f73f1b44c46,Gamma E Complex,,gamma-e-complex,vitamin,fat_soluble,,,,,,800,,false,,"[""May affect blood clotting""]",,true,,true,2025-12-03 05:03:33.550365+00,2025-12-03 05:03:33.550365+00,{},400,mg,"[""morning""]",true,false,false,Gamma-tocopherol focused E,,false,,,"{""vitamin_e"":{""unit"":""mg"",""amount"":400}}",softgel,"[""Mixed tocopherols"",""Gamma emphasis""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
304afb06-52a0-4a06-ab05-b5b4d985234c,Chromium Picolinate,,chromium-glucose,insulin_glucose,,"Trace mineral for glucose metabolism. Mild effect. Safe supplement approach.

Administration: Oral with meals.
Route: oral",,,mcg,200,1000,,false,,"[""Glucose metabolism support""]","[""None significant""]",true,,true,2025-12-03 05:15:00.919089+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Well tolerated"",""Insulin sensitivity support"",""Mild effect""]",[],nice_to_have,true,24,0,200-1000 mcg/cap,35,200,false,false,none,none,none,[],{},[],chromium,[],"[""mineral"",""natural"",""insulin_sensitizer""]",none,none,none,none,none,none
30622751-6194-4c56-915c-65535c9ab71b,IGF-1 DES,,igf1-des,peptide,,"Short acting IGF-1 variant. Site specific muscle growth. Use pre-workout into target muscle.

Administration: IM into target muscle pre-workout. Very short half-life.
Route: subcutaneous",,,mcg,50,100,,false,,"[""Site enhancement"",""Pre-workout use""]","[""Cancer"",""Diabetes""]",true,,true,2025-12-03 05:13:43.713849+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},lyophilized_vial,"[""Hypoglycemia"",""Very short acting"",""Site specific""]",[],nice_to_have,true,0.5,7,1 mg/vial,,,false,false,none,none,none,[],{},[],igf1,[],"[""PEPTIDE"",""IGF""]",none,none,high,none,none,none
30958af4-98aa-437d-a869-c67477e7a190,Red Clover,,red-clover,herbal,womens_health,,,,,,1500,,false,,"[""May affect blood clotting"",""May affect hormone-sensitive conditions""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},500,mg,"[""morning""]",true,false,false,Phytoestrogen source,,false,,,{},capsule,"[""Contains isoflavones"",""May affect hormones""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
309cbd21-b622-453e-a395-39fc9d0162a5,Reishi Mushroom,,reishi-mushroom,adaptogen,immunity,,,,,,3,,false,,"[""May increase bleeding risk"",""May interact with immunosuppressants""]",,true,,true,2025-12-03 04:49:36.725988+00,2025-12-03 04:49:36.725988+00,{},1,g,"[""morning""]",true,false,false,Mushroom of immortality - immune and calm,,false,,,{},capsule,"[""May cause digestive upset"",""Dizziness possible"",""Dry mouth""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
30b5749c-e3bb-4cf0-8038-b3f15f53fc27,Astragalus Root,,astragalus-root,immunity,immunity,,,,,,2000,,false,,"[""May interact with immunosuppressants"",""Long-term immune support""]",,true,,true,2025-12-03 04:50:37.169728+00,2025-12-03 04:50:37.169728+00,{},500,mg,"[""morning""]",true,false,false,Traditional Chinese medicine - long-term immune support,,false,,,{},capsule,"[""Generally well tolerated"",""May affect blood sugar""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
31369efb-53cd-4a31-9672-c110ba550a69,CJC-1295 DAC,,cjc1295-dac,peptide,,"Long acting GHRH analog. Constant GH elevation. Once weekly dosing.

Administration: SC weekly injection. Can combine with GHRP for pulse + baseline elevation.
Route: subcutaneous",,,mg,1,2,,false,,"[""GH release - constant elevation"",""Synergy with GHRP""]","[""Active cancer"",""Diabetes uncontrolled""]",true,,true,2025-12-03 05:13:43.713849+00,2026-01-25 09:50:08.560321+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},lyophilized_vial,"[""Water retention"",""Numbness tingling"",""Increased hunger"",""Lethargy initially""]",[],nice_to_have,true,168,0,2 mg/vial,,,false,false,none,none,none,[],{},[],,[],"[""GHRH"",""GH_SECRETAGOGUE""]",none,none,low,none,none,none
315934df-3d1f-4ca6-8c71-102d3d860510,Pterostilbene,,pterostilbene,anti_aging,antioxidant,,,,,,250,,false,,"[""Similar to resveratrol""]",,true,,true,2025-12-03 04:53:38.295102+00,2025-12-03 04:53:38.295102+00,{},100,mg,"[""morning""]",true,false,false,More bioavailable than resveratrol,,false,,,{},capsule,"[""Generally well tolerated"",""Better absorbed than resveratrol""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3273bf98-97fd-416d-b1f6-2926702f55cc,Injury Recovery Stack,,injury-recovery-stack,blend,recovery,,,,,,4,,false,,"[""Anti-inflammatory + collagen support""]",,true,,true,2025-12-03 05:02:14.735197+00,2025-12-03 05:02:14.735197+00,{},2,capsule,"[""morning""]",true,false,false,Collagen + vitamin C + MSM + bromelain,,false,,,{},capsule,"[""Supports healing"",""May take weeks""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
33264093-b504-4147-bba8-d6dd4666c1af,Stenabolic (SR9009),,stenabolic-sr9009,sarm,,"Rev-ErbA agonist. Very poor oral bioavailability. Sublingual or injectable versions preferred.

Administration: Must split into 3-4 doses or use sublingual. Do not take near bedtime.
Route: oral",,,mg,20,30,,false,,"[""Rev-ErbA agonist"",""Very short half-life"",""Sublingual or injectable preferred""]","[""None significant""]",true,,true,2025-12-03 05:12:31.541162+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Very poor oral bioavailability"",""No suppression"",""Insomnia if taken late""]",[],nice_to_have,true,4,0,10 mg/ml,,,false,false,moderate,low,none,"[""hpta""]",{},[],stenabolic-sr9009,[],"[""rev_erb_agonist"",""metabolic_modulator"",""endurance_enhancer"",""non_suppressive""]",none,none,none,none,none,none
338dd53a-3adc-4a0c-9d97-ddfce6fc9e6e,Adrenal Support Complex,,adrenal-support,health,adrenal,,,,,,2,,false,,"[""Multiple adaptogen interactions""]",,true,,true,2025-12-03 05:00:20.524451+00,2025-12-03 05:00:20.524451+00,{},1,capsule,"[""morning""]",true,false,false,Ashwagandha + rhodiola + eleuthero,,false,,,{},capsule,"[""Adaptogen blend"",""May affect cortisol""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
342feb70-1efa-4c1f-95bf-d3ce5c88c51c,D-Aspartic Acid (DAA),D-Asparaginsäure (DAA),d-aspartic-acid,hormone_support,testosterone,Amino acid that may temporarily boost testosterone and luteinizing hormone levels.,"[""Temporary testosterone boost"",""LH increase""]",2-3g,g,2,5,"[""morning""]",true,"2-3 weeks on, 1-2 weeks off",,,true,,true,2025-11-28 10:14:59.054147+00,2025-12-03 11:27:19.732626+00,"{""de"":{""name"":""D-Asparaginsäure (DAA)"",""benefits"":[""Temporärer Testosteron-Boost"",""LH-Erhöhung""],""description"":""Aminosäure, die vorübergehend Testosteron- und luteinisierende Hormonspiegel erhöhen kann.""},""th"":{""name"":""กรดดี-แอสปาร์ติก (DAA)"",""benefits"":[""เพิ่มเทสโทสเตอโรนชั่วคราว"",""เพิ่ม LH""],""description"":""กรดอะมิโนที่อาจเพิ่มระดับเทสโทสเตอโรนและฮอร์โมน LH ชั่วคราว""}}",3,g,"[""morning""]",false,false,false,,,false,,,"{""d_aspartic_acid"":{""unit"":""g"",""amount"":3}}",capsule,[],[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3455e354-51fc-4a38-8a58-68f2a2a9002c,Glycine,,glycine,amino_acid,non_essential,,,,,,10,,false,,"[""May enhance effects of clozapine""]",,true,,true,2025-12-03 04:47:42.40707+00,2025-12-03 04:47:42.40707+00,{},3,g,"[""morning""]",false,false,false,Sleep support - collagen component,,false,,,"{""glycine"":{""unit"":""mg"",""amount"":3000}}",powder,"[""Very safe"",""May cause mild drowsiness""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
348b9ea7-dccd-4833-919d-cfed2be5d415,Trans-Resveratrol (Micronized),,trans-resveratrol-micronized,anti_aging,sirtuin,,,,,,1500,,false,,"[""Same as standard resveratrol""]",,true,,true,2025-12-03 04:53:38.295102+00,2025-12-03 04:53:38.295102+00,{},500,mg,"[""morning""]",true,false,false,Enhanced absorption form,,false,,,{},capsule,"[""Better absorbed than standard"",""Same side effects as resveratrol""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
351ac00e-4c88-40e5-99e3-8ba33d2a14d7,M1T (Methyl-1-Testosterone),,m1t,steroid_oral,,"Original designer steroid. Dry mass gains.

Administration: TUDCA required. Short cycles.
Route: oral",,,mg,10,20,,false,,"[""First major designer steroid""]","[""Liver disease""]",true,,true,2025-12-03 05:09:21.312901+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Liver toxic"",""Lethargy"",""Back pumps""]",[],nice_to_have,true,8,21,10 mg/tab,,,true,false,none,high,none,[],{},[],methyl_1_testosterone,[],"[""17aa"",""androgen"",""oral_steroid"",""prohormone""]",none,none,none,none,none,shutdown
351cd4b1-9acc-466d-8d2c-238cd5eb4a93,Endurance Complex,,endurance-complex,blend,performance,,,,,,4,,false,,"[""Beta-alanine + beetroot + rhodiola""]",,true,,true,2025-12-03 05:02:14.735197+00,2025-12-03 05:02:14.735197+00,{},2,capsule,"[""morning""]",false,false,false,Aerobic performance support,,false,,,"{""beta_alanine"":{""unit"":""g"",""amount"":1.6}}",capsule,"[""Tingling possible"",""Improved endurance""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
35255452-e3ce-4d7c-bd25-9871e468522b,Clear Whey Isolate,,clear-whey-isolate,protein,protein,,,,,,50,,false,,"[""No significant interactions""]",,true,,true,2025-12-03 04:51:52.057023+00,2025-12-03 04:51:52.057023+00,{},25,g,"[""morning""]",false,false,false,Refreshing juice-like protein drink,,false,,,"{""protein"":{""unit"":""g"",""amount"":25}}",powder,"[""May cause digestive upset"",""Juice-like texture""]","[""dairy""]",top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3578eff8-5c86-42e9-b6b0-f97f43df6e72,Collagen Type I & III,,collagen-type-1-3,beauty,skin,,,,,,20,,false,,"[""No significant interactions""]",,true,,true,2025-12-03 04:55:20.115401+00,2025-12-03 04:55:20.115401+00,{},10,g,"[""morning""]",false,false,false,"Skin, hair, nails - bovine source",,false,,,"{""collagen"":{""unit"":""g"",""amount"":10}}",powder,"[""Generally well tolerated"",""May cause bloating""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
35a0b6c6-2d5c-4df9-9f9a-53061a50d98f,Oxiracetam,,oxiracetam,nootropic,cognitive,,,,,,2400,,false,,"[""Most stimulating racetam""]",,true,,true,2025-12-03 04:58:27.35953+00,2025-12-03 04:58:27.35953+00,{},800,mg,"[""morning""]",false,false,false,Stimulating racetam - morning use,,false,,,{},capsule,"[""Stimulating"",""Headaches possible"",""Insomnia if late""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
35c70d69-6710-4760-b179-3a0a0ccc1b32,Danazol,,danazol,steroid_oral,,"Weak androgen. Used medically for endometriosis, hereditary angioedema.

Administration: Medical supervision required.
Route: oral",,,mg,100,400,,false,,"[""Medical use for endometriosis""]","[""Pregnancy"",""Liver disease""]",true,,true,2025-12-03 05:09:21.312901+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Androgenic effects"",""Liver stress moderate"",""Used medically""]",[],nice_to_have,true,24,60,50-200 mg/tab,,,true,false,none,moderate,none,[],{},[],danazol,[],"[""17aa"",""androgen"",""oral_steroid""]",none,none,none,none,none,shutdown
35e1666b-5980-4a6b-aa24-117802ed86a8,Fasoracetam,,fasoracetam,nootropic,cognitive,,,,,,100,,false,,"[""May affect GABA receptors""]",,true,,true,2025-12-03 04:58:27.35953+00,2025-12-03 04:58:27.35953+00,{},20,mg,"[""morning""]",false,false,false,GABA-B modulator - emerging research,,false,,,{},capsule,"[""Research limited"",""Fatigue possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3612167e-0986-4321-b79e-8a3b8ca2ed05,Tribulus Terrestris,,tribulus-terrestris,herbal,hormone,,,,,,1500,,false,,"[""May affect hormone levels""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},750,mg,"[""morning""]",true,false,false,Athletic support - limited evidence,,false,,,{},capsule,"[""May cause digestive upset"",""Sleep issues possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
36674105-b700-42ab-9e9c-14fd83e8e83f,Dong Quai,,dong-quai,herbal,womens_health,,,,,,1500,,false,,"[""May affect blood clotting"",""Avoid during pregnancy""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},500,mg,"[""morning""]",true,false,false,Female ginseng - Traditional Chinese,,false,,,{},capsule,"[""May increase bleeding"",""Sun sensitivity""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
37064832-f163-4864-9b42-268fa8edde0d,Cod Liver Oil,,cod-liver-oil,omega,essential_fatty_acid,,,,,,2,,false,,"[""Vitamin A can reach toxic levels"",""Consider total vitamin A intake""]",,true,,true,2025-12-03 04:47:12.868868+00,2025-12-09 00:11:38.698781+00,{},1,tsp,"[""morning""]",true,true,false,Traditional source - contains vitamin A/D,,false,,,"{""omega_3"":{""unit"":""g"",""amount"":0.9},""vitamin_a"":{""unit"":""µg"",""amount"":1350},""vitamin_d"":{""unit"":""µg"",""amount"":10},""omega_3_dha"":{""unit"":""mg"",""amount"":500},""omega_3_epa"":{""unit"":""mg"",""amount"":400}}",liquid,"[""Strong taste"",""Watch vitamin A content - can accumulate""]","[""fish""]",top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
37af5015-d9d5-4cb1-8c5b-4a66d6b32594,Trenbolone Hexahydrobenzylcarbonate,,trenbolone-hex,steroid_injectable,,"Parabolan. Original pharma trenbolone. Very long ester. Rare and expensive.

Administration: IM glute. Twice weekly.
Route: IM_glute",,,mg,150,300,,false,,"[""Same as other Trenbolone""]","[""Same as other Trenbolone""]",true,,true,2025-12-03 05:08:02.34779+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},injectable,"[""Same as other Trenbolone variants""]",[],nice_to_have,true,336,150,76 mg/ml,,,false,false,shutdown,none,severe,"[""hpta"",""prolactin""]",{},"[""19nor"",""injectable_steroid"",""progestin""]",trenbolone,"[""tren"",""tren a"",""tren ace"",""trenbolon""]","[""AAS"",""androgen"",""19nor""]",high,high,none,none,none,shutdown
3807aa6c-685e-4d60-8ec3-47097a50dc2f,Fadogia Agrestis,,fadogia-agrestis,herbal,hormone,,,,,,1200,,false,,"[""Research very limited"",""Cycle usage""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},600,mg,"[""morning""]",true,false,false,Emerging - limited human research,,false,,,{},capsule,"[""Limited safety data"",""Potential testicular concerns""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
387c8e54-60aa-4fe7-8f6e-af8872ae0f0f,Creatine+ Complex,,creatine-plus,blend,muscle,,,,,,2,,false,,"[""Enhanced creatine delivery""]",,true,,true,2025-12-03 05:02:14.735197+00,2025-12-03 05:02:14.735197+00,{},1,scoop,"[""morning""]",false,false,false,Creatine + HMB + betaine,,false,,,"{""creatine"":{""unit"":""g"",""amount"":5}}",powder,"[""Bloating possible"",""Weight gain (water)""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
394bcbc0-0ccb-4ceb-87eb-4308bd06a26b,St Johns Wort,,st-johns-wort,herbal,mood,,,,,,900,,false,,"[""MAJOR: Affects MANY medications"",""Do not combine with antidepressants""]",,true,,true,2025-12-03 04:57:42.852349+00,2025-12-03 04:57:42.852349+00,{},300,mg,"[""morning""]",true,false,false,Mood support - many drug interactions,,false,,,{},capsule,"[""Sun sensitivity"",""May cause serotonin issues""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
395fd260-ae4a-43d7-b68e-882e3dd15545,Ostarine (MK-2866),,ostarine-mk2866,sarm,,"Most researched SARM. Mild but effective for cutting/recomp. Good entry point.

Administration: Once daily dosing. Can take any time of day.
Route: oral",,,mg,10,30,,false,,"[""Mildest SARM"",""PCT may be needed at higher doses""]","[""Hormone sensitive cancers""]",true,,true,2025-12-03 05:12:31.541162+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Mild suppression at higher doses"",""Possible lipid impact"",""Headaches rare""]",[],nice_to_have,true,24,21,10-25 mg/ml,,,false,false,moderate,low,none,"[""hpta""]",{},[],ostarine-mk2866,[],"[""SARM""]",none,none,none,none,none,medium
399f3f47-45de-4376-941e-3d48000130b0,Testosterone Support (Natural),,testosterone-support-natural,health,hormone,,,,,,2,,false,,"[""May interact with hormone medications""]",,true,,true,2025-12-03 05:00:20.524451+00,2026-01-25 06:37:48.38668+00,{},1,capsule,"[""morning""]",true,false,false,Tongkat ali + fenugreek + zinc,,false,,,{},capsule,"[""May affect hormones"",""Acne possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],testosterone,"[""test"",""test e"",""test c"",""testo""]","[""AAS"",""androgen"",""testosterone""]",none,none,none,none,none,none
3a228a23-e558-4460-b366-a0adba52f661,Inositol Hexaphosphate (IP6),,ip6-inositol,immunity,antioxidant,,,,,,2000,,false,,"[""May chelate minerals""]",,true,,true,2025-12-03 05:03:33.550365+00,2025-12-03 05:03:33.550365+00,{},500,mg,"[""morning""]",false,false,false,Cell health and immune support,,false,,,{},capsule,"[""May affect mineral absorption"",""Generally well tolerated""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3a34f9e2-8e8d-4fb0-9eb2-1af878ee50f8,Furazabol,,furazabol,steroid_oral,,"Japanese steroid. Claimed to improve lipids. Limited research.

Administration: Rare compound.
Route: oral",,,mg,10,30,,false,,"[""Japanese compound""]","[""Limited research""]",true,,true,2025-12-03 05:09:21.312901+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Mild liver stress"",""Lipid improvement claimed"",""Mild overall""]",[],nice_to_have,true,6,21,5 mg/tab,,,true,false,none,low,none,[],{},[],furazabol,[],"[""17aa"",""androgen"",""oral_steroid"",""dry_compound""]",none,none,none,none,none,shutdown
3a590635-ac2d-4656-9bbe-ba1e28c3b9a8,Lactobacillus Gasseri,,lactobacillus-gasseri,probiotic,strain,,,,,,20,,false,,"[""Weight management research""]",,true,,true,2025-12-03 04:59:35.058019+00,2025-12-03 04:59:35.058019+00,{},10,billion,"[""morning""]",false,false,false,Japanese strain - weight research,,false,,,{},capsule,"[""May support weight"",""Generally well tolerated""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3a8506a8-c0fa-4895-9e91-8c435b6969ce,Sleep Complex (Multi-Herb),,sleep-complex,sleep,sleep,,,,,,2,,false,,"[""Multiple herb interactions possible"",""Do not combine with sedatives""]",,true,,true,2025-12-03 04:50:10.60852+00,2025-12-03 04:50:10.60852+00,{},1,capsule,"[""morning""]",false,false,false,Combination formula - valerian/passionflower/lemon balm,,false,,,"{""magnesium"":{""unit"":""mg"",""amount"":100}}",capsule,"[""Drowsiness expected"",""May cause vivid dreams""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3ad67205-bd48-4cb0-b3ef-2ddc8d7e59ea,Maca Powder (Raw),,maca-powder-raw,greens,superfood,,,,,,15,,false,,"[""May affect hormone-sensitive conditions""]",,true,,true,2025-12-03 04:59:05.828233+00,2025-12-03 04:59:05.828233+00,{},5,g,"[""morning""]",true,false,false,Raw vs gelatinized - more potent but harder to digest,,false,,,{},powder,"[""May cause jitters"",""Hormone effects possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3b031cfc-3788-43da-ab00-0b4730b34b69,Fish Oil (High EPA/DHA),,fish-oil-health,ancillary_health,,"Essential for lipid management on cycle. Anti-inflammatory. High EPA/DHA formulas preferred.

Administration: Oral with meals. 3-6g EPA+DHA daily on cycle.
Route: oral",,,mg,2000,6000,,false,,"[""Lipid support"",""Anti-inflammatory"",""Cardioprotective""]","[""Fish allergy"",""Bleeding disorders high dose""]",true,,true,2025-12-03 05:17:37.165679+00,2026-01-21 09:57:02.962487+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Well tolerated"",""Fish burps"",""Blood thinning at high dose""]",[],nice_to_have,true,0,0,1000-3000 mg/cap,1000,3000,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3b4a8a8e-9680-46ae-9f01-389493cb5ab2,Vegan Pre-Workout,,vegan-preworkout,blend,preworkout,,,,,,2,,false,,"[""Vegan-friendly formulation""]",,true,,true,2025-12-03 05:02:14.735197+00,2025-12-03 05:02:14.735197+00,{},1,scoop,"[""morning""]",false,false,false,100% plant-based pre-workout,,false,,,"{""caffeine"":{""unit"":""mg"",""amount"":200},""citrulline"":{""unit"":""g"",""amount"":6}}",powder,"[""Plant-sourced ingredients""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3becb8b0-893e-4ac2-be9c-30bf3a40f4ef,Daily Multivitamin,,daily-multivitamin,vitamin,multi,,,,,,1,,false,,"[""Take separately from calcium supplements"",""Iron may reduce thyroid medication absorption""]",,true,,true,2025-12-03 04:46:17.239767+00,2025-12-03 05:34:49.3738+00,{},1,tablet,"[""morning""]",true,false,false,Take with breakfast,,false,,,"{""iron"":{""unit"":""mg"",""amount"":8},""zinc"":{""unit"":""mg"",""amount"":11},""calcium"":{""unit"":""mg"",""amount"":200},""magnesium"":{""unit"":""mg"",""amount"":50},""vitamin_a"":{""unit"":""µg"",""amount"":900},""vitamin_c"":{""unit"":""mg"",""amount"":90},""vitamin_d"":{""unit"":""µg"",""amount"":20},""vitamin_e"":{""unit"":""mg"",""amount"":15},""vitamin_k"":{""unit"":""µg"",""amount"":80},""vitamin_b1"":{""unit"":""mg"",""amount"":1.2},""vitamin_b2"":{""unit"":""mg"",""amount"":1.3},""vitamin_b3"":{""unit"":""mg"",""amount"":16},""vitamin_b6"":{""unit"":""mg"",""amount"":1.7},""vitamin_b9"":{""unit"":""µg"",""amount"":400},""vitamin_b12"":{""unit"":""µg"",""amount"":2.4}}",tablet,"[""May cause nausea if taken on empty stomach"",""Iron may cause constipation""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3c28bb0c-08d6-42a6-a73b-e9c639ddd568,MSM (Beauty/Hair),,msm-beauty,beauty,hair,,,,,,3000,,false,,"[""May thin blood slightly""]",,true,,true,2025-12-03 04:55:20.115401+00,2025-12-03 04:55:20.115401+00,{},1000,mg,"[""morning""]",true,false,false,Sulfur for keratin production,,false,,,{},capsule,"[""May cause digestive upset"",""Sulfur smell possible""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3c2b9451-dc57-4319-92e6-1c8201c0216a,Modafinil Alternative (Adrafinil),,adrafinil,nootropic,wakefulness,,,,,,600,,false,,"[""Liver metabolism required"",""Not for daily use""]",,true,,true,2025-12-03 04:58:27.35953+00,2025-12-03 04:58:27.35953+00,{},300,mg,"[""morning""]",false,false,false,Prodrug to modafinil - liver concerns,,false,,,{},capsule,"[""Converts to modafinil in liver"",""Liver stress"",""Insomnia""]",[],nice_to_have,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3c3faf4c-995d-4d82-a314-e450234b4ea1,Grape Seed Extract,,grape-seed-ai,estrogen_control,,"Natural compound with very mild AI properties. Primarily antioxidant. Supportive only.

Administration: Oral. Do not rely on as primary AI.
Route: oral",,,mg,100,400,,false,,"[""Natural mild AI"",""Supportive""]","[""None significant""]",true,,true,2025-12-03 05:16:15.742572+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},oral,"[""Well tolerated"",""Very mild AI effect"",""Antioxidant""]",[],nice_to_have,true,0,0,100-400 mg/cap,,,false,false,none,none,none,[],{},[],grape_seed,[],"[""aromatase_inhibitor"",""natural"",""weak_ai"",""antioxidant""]",none,none,none,none,none,none
3c8f8531-b69e-4960-8f8f-f7fe58e188b2,SAMe (S-Adenosyl Methionine),,same,joint,mood,,,,,,1600,,false,,"[""Do NOT combine with antidepressants"",""May trigger mania in bipolar""]",,true,,true,2025-12-03 04:51:52.057023+00,2025-12-03 04:51:52.057023+00,{},400,mg,"[""morning""]",false,false,false,Joint and mood support - enteric coated,,false,,,{},tablet,"[""May cause anxiety"",""Insomnia possible"",""GI upset common""]",[],top_needed,false,,,,,,false,false,none,none,none,[],{},[],,[],[],none,none,none,none,none,none
3d9768e3-e773-4e62-a6c5-44d3495aa8ff,Fulvestrant,,fulvestrant,estrogen_control,,"Selective estrogen receptor degrader. Medical use for breast cancer. Not typical in bodybuilding.

Administration: IM monthly. Medical supervision only.
Route: subcutaneous",,,mg,250,500,,false,,"[""Medical use for breast cancer"",""Not typical bodybuilding""]","[""Pregnancy""]",true,,true,2025-12-03 05:16:15.742572+00,2026-01-25 07:09:17.88727+00,{},,mg,"[""morning""]",false,false,false,,,false,,,{},injectable,"[""SERD - estrogen receptor destroyer"",""Injection site reaction"",""Hot flashes"",""Medical use""]",[],nice_to_have,true,960,0,250 mg/5ml,,,false,false,none,none,none,[],{},[],fulvestrant,[],"[""serd"",""estrogen_receptor_degrader"",""pharmaceutical""]",none,none,none,none,none,none
